,0,1,2
66,275850,No Man's Sky,"[{""name"": ""Open World"", ""tagid"": 1695}, {""name"": ""Open World Survival Craft"", ""tagid"": 1100689}, {""name"": ""Space"", ""tagid"": 1755}, {""name"": ""Exploration"", ""tagid"": 3834}, {""name"": ""Sci-fi"", ""tagid"": 3942}, {""name"": ""Survival"", ""tagid"": 1662}, {""name"": ""Procedural Generation"", ""tagid"": 5125}, {""name"": ""Adventure"", ""tagid"": 21}, {""name"": ""First-Person"", ""tagid"": 3839}, {""name"": ""Sandbox"", ""tagid"": 3810}]"
67,648350,Jurassic World Evolution,"[{""name"": ""Building"", ""tagid"": 1643}, {""name"": ""Dinosaurs"", ""tagid"": 5160}, {""name"": ""Simulation"", ""tagid"": 599}, {""name"": ""Management"", ""tagid"": 12472}, {""name"": ""Strategy"", ""tagid"": 9}, {""name"": ""Sandbox"", ""tagid"": 3810}, {""name"": ""Singleplayer"", ""tagid"": 4182}, {""name"": ""City Builder"", ""tagid"": 4328}, {""name"": ""Sci-fi"", ""tagid"": 3942}, {""name"": ""Economy"", ""tagid"": 4695}]"
68,620980,Beat Saber,"[{""name"": ""VR"", ""tagid"": 21978}, {""name"": ""Rhythm"", ""tagid"": 1752}, {""name"": ""Music"", ""tagid"": 1621}, {""name"": ""Great Soundtrack"", ""tagid"": 1756}, {""name"": ""Indie"", ""tagid"": 492}, {""name"": ""Fast-Paced"", ""tagid"": 1734}, {""name"": ""Singleplayer"", ""tagid"": 4182}, {""name"": ""Moddable"", ""tagid"": 1669}, {""name"": ""First-Person"", ""tagid"": 3839}, {""name"": ""Difficult"", ""tagid"": 4026}]"
69,841370,NBA 2K19,"[{""name"": ""Sports"", ""tagid"": 701}, {""name"": ""Basketball"", ""tagid"": 1746}, {""name"": ""Simulation"", ""tagid"": 599}, {""name"": ""Multiplayer"", ""tagid"": 3859}, {""name"": ""Singleplayer"", ""tagid"": 4182}, {""name"": ""eSports"", ""tagid"": 5055}, {""name"": ""Co-op"", ""tagid"": 1685}, {""name"": ""Great Soundtrack"", ""tagid"": 1756}, {""name"": ""Competitive"", ""tagid"": 3878}, {""name"": ""Funny"", ""tagid"": 4136}]"
70,535930,Two Point Hospital,"[{""name"": ""Simulation"", ""tagid"": 599}, {""name"": ""Medical Sim"", ""tagid"": 1100688}, {""name"": ""Management"", ""tagid"": 12472}, {""name"": ""Building"", ""tagid"": 1643}, {""name"": ""Funny"", ""tagid"": 4136}, {""name"": ""Singleplayer"", ""tagid"": 4182}, {""name"": ""Indie"", ""tagid"": 492}, {""name"": ""Strategy"", ""tagid"": 9}, {""name"": ""Sandbox"", ""tagid"": 3810}, {""name"": ""Comedy"", ""tagid"": 1719}]"
71,460930,Tom Clancy's Ghost Recon® Wildlands,"[{""name"": ""Open World"", ""tagid"": 1695}, {""name"": ""Shooter"", ""tagid"": 1774}, {""name"": ""Multiplayer"", ""tagid"": 3859}, {""name"": ""Co-op"", ""tagid"": 1685}, {""name"": ""Action"", ""tagid"": 19}, {""name"": ""Stealth"", ""tagid"": 1687}, {""name"": ""Tactical"", ""tagid"": 1708}, {""name"": ""Singleplayer"", ""tagid"": 4182}, {""name"": ""Third-Person Shooter"", ""tagid"": 3814}, {""name"": ""Military"", ""tagid"": 4168}]"
72,492720,Tropico 6,"[{""name"": ""Strategy"", ""tagid"": 9}, {""name"": ""City Builder"", ""tagid"": 4328}, {""name"": ""Simulation"", ""tagid"": 599}, {""name"": ""Economy"", ""tagid"": 4695}, {""name"": ""Management"", ""tagid"": 12472}, {""name"": ""Political Sim"", ""tagid"": 26921}, {""name"": ""Sandbox"", ""tagid"": 3810}, {""name"": ""Multiplayer"", ""tagid"": 3859}, {""name"": ""Politics"", ""tagid"": 4754}, {""name"": ""Building"", ""tagid"": 1643}]"
73,816020,JUMP FORCE,"[{""name"": ""Anime"", ""tagid"": 4085}, {""name"": ""Fighting"", ""tagid"": 1743}, {""name"": ""Action"", ""tagid"": 19}, {""name"": ""Multiplayer"", ""tagid"": 3859}, {""name"": ""Character Customization"", ""tagid"": 4747}, {""name"": ""Singleplayer"", ""tagid"": 4182}, {""name"": ""Local Multiplayer"", ""tagid"": 7368}, {""name"": ""RPG"", ""tagid"": 122}, {""name"": ""Open World"", ""tagid"": 1695}, {""name"": ""Controller"", ""tagid"": 7481}]"
74,606880,GreedFall,"[{""name"": ""RPG"", ""tagid"": 122}, {""name"": ""Open World"", ""tagid"": 1695}, {""name"": ""Character Customization"", ""tagid"": 4747}, {""name"": ""Singleplayer"", ""tagid"": 4182}, {""name"": ""Choices Matter"", ""tagid"": 6426}, {""name"": ""Story Rich"", ""tagid"": 1742}, {""name"": ""Third Person"", ""tagid"": 1697}, {""name"": ""Fantasy"", ""tagid"": 1684}, {""name"": ""Adventure"", ""tagid"": 21}, {""name"": ""Sexual Content"", ""tagid"": 12095}]"
75,268500,XCOM® 2,"[{""name"": ""Strategy"", ""tagid"": 9}, {""name"": ""Turn-Based"", ""tagid"": 1677}, {""name"": ""Turn-Based Strategy"", ""tagid"": 1741}, {""name"": ""Tactical"", ""tagid"": 1708}, {""name"": ""Turn-Based Tactics"", ""tagid"": 14139}, {""name"": ""Aliens"", ""tagid"": 1673}, {""name"": ""Sci-fi"", ""tagid"": 3942}, {""name"": ""Character Customization"", ""tagid"": 4747}, {""name"": ""Singleplayer"", ""tagid"": 4182}, {""name"": ""Difficult"", ""tagid"": 4026}]"
76,976310,Mortal Kombat 11,"[{""name"": ""Fighting"", ""tagid"": 1743}, {""name"": ""Gore"", ""tagid"": 4345}, {""name"": ""Violent"", ""tagid"": 4667}, {""name"": ""Multiplayer"", ""tagid"": 3859}, {""name"": ""Blood"", ""tagid"": 5228}, {""name"": ""Action"", ""tagid"": 19}, {""name"": ""2D Fighter"", ""tagid"": 4736}, {""name"": ""Mature"", ""tagid"": 5611}, {""name"": ""Competitive"", ""tagid"": 3878}, {""name"": ""Character Customization"", ""tagid"": 4747}]"
77,1097840,Gears 5,"[{""name"": ""Action"", ""tagid"": 19}, {""name"": ""Adventure"", ""tagid"": 21}, {""name"": ""Multiplayer"", ""tagid"": 3859}, {""name"": ""Third-Person Shooter"", ""tagid"": 3814}, {""name"": ""Co-op"", ""tagid"": 1685}, {""name"": ""Singleplayer"", ""tagid"": 4182}, {""name"": ""Gore"", ""tagid"": 4345}, {""name"": ""Shooter"", ""tagid"": 1774}, {""name"": ""Violent"", ""tagid"": 4667}, {""name"": ""Female Protagonist"", ""tagid"": 7208}]"
78,939960,Far Cry® New Dawn,"[{""name"": ""Open World"", ""tagid"": 1695}, {""name"": ""FPS"", ""tagid"": 1663}, {""name"": ""Action"", ""tagid"": 19}, {""name"": ""Co-op"", ""tagid"": 1685}, {""name"": ""Post-apocalyptic"", ""tagid"": 3835}, {""name"": ""Multiplayer"", ""tagid"": 3859}, {""name"": ""Adventure"", ""tagid"": 21}, {""name"": ""First-Person"", ""tagid"": 3839}, {""name"": ""Shooter"", ""tagid"": 1774}, {""name"": ""Online Co-Op"", ""tagid"": 3843}]"
79,219990,Grim Dawn,"[{""name"": ""Action RPG"", ""tagid"": 4231}, {""name"": ""Dark Fantasy"", ""tagid"": 4604}, {""name"": ""Hack and Slash"", ""tagid"": 1646}, {""name"": ""RPG"", ""tagid"": 122}, {""name"": ""Loot"", ""tagid"": 4236}, {""name"": ""Dungeon Crawler"", ""tagid"": 1720}, {""name"": ""Co-op"", ""tagid"": 1685}, {""name"": ""Dark"", ""tagid"": 4342}, {""name"": ""Multiplayer"", ""tagid"": 3859}, {""name"": ""Singleplayer"", ""tagid"": 4182}]"
80,848450,Subnautica: Below Zero,"[{""name"": ""Open World Survival Craft"", ""tagid"": 1100689}, {""name"": ""Survival"", ""tagid"": 1662}, {""name"": ""Underwater"", ""tagid"": 9157}, {""name"": ""Open World"", ""tagid"": 1695}, {""name"": ""Singleplayer"", ""tagid"": 4182}, {""name"": ""Exploration"", ""tagid"": 3834}, {""name"": ""Adventure"", ""tagid"": 21}, {""name"": ""Base Building"", ""tagid"": 7332}, {""name"": ""Horror"", ""tagid"": 1667}, {""name"": ""Crafting"", ""tagid"": 1702}]"
81,444090,Paladins®,"[{""name"": ""Hero Shooter"", ""tagid"": 620519}, {""name"": ""Free to Play"", ""tagid"": 113}, {""name"": ""Multiplayer"", ""tagid"": 3859}, {""name"": ""FPS"", ""tagid"": 1663}, {""name"": ""Shooter"", ""tagid"": 1774}, {""name"": ""Action"", ""tagid"": 19}, {""name"": ""Team-Based"", ""tagid"": 5711}, {""name"": ""First-Person"", ""tagid"": 3839}, {""name"": ""PvP"", ""tagid"": 1775}, {""name"": ""MOBA"", ""tagid"": 1718}]"
82,552990,World of Warships,"[{""name"": ""Naval Combat"", ""tagid"": 4994}, {""name"": ""Free to Play"", ""tagid"": 113}, {""name"": ""Naval"", ""tagid"": 6910}, {""name"": ""World War II"", ""tagid"": 4150}, {""name"": ""Massively Multiplayer"", ""tagid"": 128}, {""name"": ""Action"", ""tagid"": 19}, {""name"": ""PvP"", ""tagid"": 1775}, {""name"": ""Tactical"", ""tagid"": 1708}, {""name"": ""Multiplayer"", ""tagid"": 3859}, {""name"": ""Historical"", ""tagid"": 3987}]"
83,508440,Totally Accurate Battle Simulator,"[{""name"": ""Sandbox"", ""tagid"": 3810}, {""name"": ""Funny"", ""tagid"": 4136}, {""name"": ""Simulation"", ""tagid"": 599}, {""name"": ""Physics"", ""tagid"": 3968}, {""name"": ""Singleplayer"", ""tagid"": 4182}, {""name"": ""Indie"", ""tagid"": 492}, {""name"": ""Adventure"", ""tagid"": 21}, {""name"": ""Realistic"", ""tagid"": 4175}, {""name"": ""War"", ""tagid"": 1678}, {""name"": ""Strategy"", ""tagid"": 9}]"
84,233860,Kenshi,"[{""name"": ""Open World"", ""tagid"": 1695}, {""name"": ""Sandbox"", ""tagid"": 3810}, {""name"": ""RPG"", ""tagid"": 122}, {""name"": ""Survival"", ""tagid"": 1662}, {""name"": ""Strategy"", ""tagid"": 9}, {""name"": ""Building"", ""tagid"": 1643}, {""name"": ""Post-apocalyptic"", ""tagid"": 3835}, {""name"": ""Crafting"", ""tagid"": 1702}, {""name"": ""Singleplayer"", ""tagid"": 4182}, {""name"": ""Base Building"", ""tagid"": 7332}]"
85,1091500,Cyberpunk 2077,"[{""name"": ""Cyberpunk"", ""tagid"": 4115}, {""name"": ""Open World"", ""tagid"": 1695}, {""name"": ""RPG"", ""tagid"": 122}, {""name"": ""Sci-fi"", ""tagid"": 3942}, {""name"": ""Futuristic"", ""tagid"": 4295}, {""name"": ""Singleplayer"", ""tagid"": 4182}, {""name"": ""Nudity"", ""tagid"": 6650}, {""name"": ""FPS"", ""tagid"": 1663}, {""name"": ""First-Person"", ""tagid"": 3839}, {""name"": ""Atmospheric"", ""tagid"": 4166}]"
86,361420,ASTRONEER,"[{""name"": ""Multiplayer"", ""tagid"": 3859}, {""name"": ""Open World"", ""tagid"": 1695}, {""name"": ""Open World Survival Craft"", ""tagid"": 1100689}, {""name"": ""Space"", ""tagid"": 1755}, {""name"": ""Survival"", ""tagid"": 1662}, {""name"": ""Exploration"", ""tagid"": 3834}, {""name"": ""Base Building"", ""tagid"": 7332}, {""name"": ""Co-op"", ""tagid"": 1685}, {""name"": ""Sandbox"", ""tagid"": 3810}, {""name"": ""Adventure"", ""tagid"": 21}]"
87,581320,Insurgency: Sandstorm,"[{""name"": ""FPS"", ""tagid"": 1663}, {""name"": ""Realistic"", ""tagid"": 4175}, {""name"": ""Shooter"", ""tagid"": 1774}, {""name"": ""Military"", ""tagid"": 4168}, {""name"": ""Multiplayer"", ""tagid"": 3859}, {""name"": ""Tactical"", ""tagid"": 1708}, {""name"": ""Action"", ""tagid"": 19}, {""name"": ""First-Person"", ""tagid"": 3839}, {""name"": ""Online Co-Op"", ""tagid"": 3843}, {""name"": ""War"", ""tagid"": 1678}]"
88,489830,The Elder Scrolls V: Skyrim Special Edition,"[{""name"": ""Open World"", ""tagid"": 1695}, {""name"": ""RPG"", ""tagid"": 122}, {""name"": ""Adventure"", ""tagid"": 21}, {""name"": ""Singleplayer"", ""tagid"": 4182}, {""name"": ""Fantasy"", ""tagid"": 1684}, {""name"": ""Character Customization"", ""tagid"": 4747}, {""name"": ""Dragons"", ""tagid"": 4046}, {""name"": ""Moddable"", ""tagid"": 1669}, {""name"": ""Story Rich"", ""tagid"": 1742}, {""name"": ""Magic"", ""tagid"": 4057}]"
89,239140,Dying Light,"[{""name"": ""Zombies"", ""tagid"": 1659}, {""name"": ""Survival Horror"", ""tagid"": 3978}, {""name"": ""Horror"", ""tagid"": 1667}, {""name"": ""Online Co-Op"", ""tagid"": 3843}, {""name"": ""Open World"", ""tagid"": 1695}, {""name"": ""Parkour"", ""tagid"": 4036}, {""name"": ""First-Person"", ""tagid"": 3839}, {""name"": ""Survival"", ""tagid"": 1662}, {""name"": ""Open World Survival Craft"", ""tagid"": 1100689}, {""name"": ""Action"", ""tagid"": 19}]"
90,105600,Terraria,"[{""name"": ""Open World Survival Craft"", ""tagid"": 1100689}, {""name"": ""Sandbox"", ""tagid"": 3810}, {""name"": ""Survival"", ""tagid"": 1662}, {""name"": ""2D"", ""tagid"": 3871}, {""name"": ""Multiplayer"", ""tagid"": 3859}, {""name"": ""Adventure"", ""tagid"": 21}, {""name"": ""Crafting"", ""tagid"": 1702}, {""name"": ""Pixel Graphics"", ""tagid"": 3964}, {""name"": ""Building"", ""tagid"": 1643}, {""name"": ""Exploration"", ""tagid"": 3834}]"
91,322330,Don't Starve Together,"[{""name"": ""Survival"", ""tagid"": 1662}, {""name"": ""Open World Survival Craft"", ""tagid"": 1100689}, {""name"": ""Multiplayer"", ""tagid"": 3859}, {""name"": ""Co-op"", ""tagid"": 1685}, {""name"": ""Open World"", ""tagid"": 1695}, {""name"": ""Adventure"", ""tagid"": 21}, {""name"": ""Crafting"", ""tagid"": 1702}, {""name"": ""Online Co-Op"", ""tagid"": 3843}, {""name"": ""Sandbox"", ""tagid"": 3810}, {""name"": ""Difficult"", ""tagid"": 4026}]"
92,493340,Planet Coaster,"[{""name"": ""Simulation"", ""tagid"": 599}, {""name"": ""Building"", ""tagid"": 1643}, {""name"": ""Management"", ""tagid"": 12472}, {""name"": ""Family Friendly"", ""tagid"": 5350}, {""name"": ""Sandbox"", ""tagid"": 3810}, {""name"": ""Relaxing"", ""tagid"": 1654}, {""name"": ""Strategy"", ""tagid"": 9}, {""name"": ""Realistic"", ""tagid"": 4175}, {""name"": ""Funny"", ""tagid"": 4136}, {""name"": ""Great Soundtrack"", ""tagid"": 1756}]"
93,440900,Conan Exiles,"[{""name"": ""Survival"", ""tagid"": 1662}, {""name"": ""Open World"", ""tagid"": 1695}, {""name"": ""Building"", ""tagid"": 1643}, {""name"": ""Nudity"", ""tagid"": 6650}, {""name"": ""Open World Survival Craft"", ""tagid"": 1100689}, {""name"": ""Crafting"", ""tagid"": 1702}, {""name"": ""Multiplayer"", ""tagid"": 3859}, {""name"": ""RPG"", ""tagid"": 122}, {""name"": ""Sandbox"", ""tagid"": 3810}, {""name"": ""Massively Multiplayer"", ""tagid"": 128}]"
94,863550,HITMAN™ 2,"[{""name"": ""Stealth"", ""tagid"": 1687}, {""name"": ""Assassin"", ""tagid"": 4376}, {""name"": ""Action"", ""tagid"": 19}, {""name"": ""Singleplayer"", ""tagid"": 4182}, {""name"": ""Third Person"", ""tagid"": 1697}, {""name"": ""Multiplayer"", ""tagid"": 3859}, {""name"": ""Violent"", ""tagid"": 4667}, {""name"": ""Open World"", ""tagid"": 1695}, {""name"": ""Sandbox"", ""tagid"": 3810}, {""name"": ""Strategy"", ""tagid"": 9}]"
95,477160,Human: Fall Flat,"[{""name"": ""Co-op"", ""tagid"": 1685}, {""name"": ""Puzzle"", ""tagid"": 1664}, {""name"": ""Adventure"", ""tagid"": 21}, {""name"": ""Funny"", ""tagid"": 4136}, {""name"": ""Physics"", ""tagid"": 3968}, {""name"": ""Action"", ""tagid"": 19}, {""name"": ""Sandbox"", ""tagid"": 3810}, {""name"": ""Puzzle Platformer"", ""tagid"": 5537}, {""name"": ""Open World"", ""tagid"": 1695}, {""name"": ""Multiplayer"", ""tagid"": 3859}]"
96,859580,Imperator: Rome,"[{""name"": ""Strategy"", ""tagid"": 9}, {""name"": ""Grand Strategy"", ""tagid"": 4364}, {""name"": ""Simulation"", ""tagid"": 599}, {""name"": ""Rome"", ""tagid"": 6948}, {""name"": ""Historical"", ""tagid"": 3987}, {""name"": ""Political Sim"", ""tagid"": 26921}, {""name"": ""Singleplayer"", ""tagid"": 4182}, {""name"": ""Political"", ""tagid"": 4853}, {""name"": ""Management"", ""tagid"": 12472}, {""name"": ""Multiplayer"", ""tagid"": 3859}]"
97,692850,Bloodstained: Ritual of the Night,"[{""name"": ""Metroidvania"", ""tagid"": 1628}, {""name"": ""RPG"", ""tagid"": 122}, {""name"": ""Action"", ""tagid"": 19}, {""name"": ""Female Protagonist"", ""tagid"": 7208}, {""name"": ""Adventure"", ""tagid"": 21}, {""name"": ""Anime"", ""tagid"": 4085}, {""name"": ""Side Scroller"", ""tagid"": 3798}, {""name"": ""2.5D"", ""tagid"": 4975}, {""name"": ""Platformer"", ""tagid"": 1625}, {""name"": ""Great Soundtrack"", ""tagid"": 1756}]"
98,548570,RAGE 2,"[{""name"": ""Action"", ""tagid"": 19}, {""name"": ""FPS"", ""tagid"": 1663}, {""name"": ""Open World"", ""tagid"": 1695}, {""name"": ""Post-apocalyptic"", ""tagid"": 3835}, {""name"": ""Vehicular Combat"", ""tagid"": 11104}, {""name"": ""Automobile Sim"", ""tagid"": 1100687}, {""name"": ""Gore"", ""tagid"": 4345}, {""name"": ""Singleplayer"", ""tagid"": 4182}, {""name"": ""Shooter"", ""tagid"": 1774}, {""name"": ""Violent"", ""tagid"": 4667}]"
99,594650,Hunt: Showdown,"[{""name"": ""Hunting"", ""tagid"": 9564}, {""name"": ""Dark"", ""tagid"": 4342}, {""name"": ""Tactical"", ""tagid"": 1708}, {""name"": ""FPS"", ""tagid"": 1663}, {""name"": ""Horror"", ""tagid"": 1667}, {""name"": ""Western"", ""tagid"": 1647}, {""name"": ""Perma Death"", ""tagid"": 1759}, {""name"": ""Multiplayer"", ""tagid"": 3859}, {""name"": ""PvP"", ""tagid"": 1775}, {""name"": ""Survival"", ""tagid"": 1662}]"
